,Headlines,Date,Subjectivity,Polarity,Compound,Negative,Neutral,Positive,Adj Close,Adj Close Detrended
71,   Minutes Jeff Fager leaving CBS after reports of inappropriate behavior Verizon names new CEO for Oath Chinese electric carmaker NIO shares rev up after shaky U S  debut JPMorgan's Dimon backtracks after saying he could beat Trump U S  incomes rose but inequality widened in       data Tesla investor says SEC asked it about 'funding secured' tweet Volvo shows off self driving  electric truck with no cab Brent reaches     a barrel after fall in U S  crude stocks As Trump embraces more tariffs  U S  business readies public fight Global stocks look for direction in trade strife  oil prices leap Canada foreign minister briefing PM for second time in a day on NAFTA Dow  S P     end up slightly after trade talk news  Apple slips Tesla customers may face longer response time as deliveries rise  Musk Fed has room to raise interest rates for some time  Brainard says Fitbit falls  Garmin shed gains on new Apple watch Owning Tesla shares about the riskiest it has ever been  options data Hershey to buy cheese puffs maker Pirate Brands for      million LG Display struggles for footing after LCD forecasting error leads to crisis U S  invites China to trade talks as tariffs loom  White House adviser Thyssen interim CEO plans shake up of engineering unit  source Canada's Freeland won't hold NAFTA talks  says more work needed Trustees of British Airways sponsored retirement scheme close to pension buy in deal  Sky News Canada's Freeland plans NAFTA talks Thurs  much work remains  source Some U S  businesses postponing investment due to trade concerns  Fed Ryanair defiant as strike grounds flights in Germany Comcast says Sky shareholders have until October   to accept offer JPMorgan looks abroad as it commits      million more to urban renewal German Ryanair pilots threaten more walkouts IKEA to open first store in Ukraine next year VW brand must become significantly more efficient  CEO How tech jobs helped Rust Belt become house flipping hotspot German consumer body to file VW class action suit over diesel tests U S  home refinancing falls to lowest since December       MBA Citigroup boosts guidance to reflect improved tax outlook In Tesla's shadow  China's NIO raises    billion from IPO  sources FedEx to hire        workers  raise hours for holiday season FTSE confirms new Unilever not eligible for UK blue chip index London loses top spot to New York in financial survey due to Brexit Online firms to risk EU fine if extremist posts linger Takeda to pack up Illinois HQ  nearly       workers to be affected Exclusive  Deutsche Bank weighs overhaul that could make deals easier   sources Boeing     recovery plan 'taking hold' amid factory snarl  CEO Tech  media shares find new home in sector overhaul Amazon  Apple  others to testify before U S  Senate on data privacy September    Macy's to hire        for holiday rush  boost online staffing Blackstone  Centerbridge consider joint bid for Santander HQ in Spain  sources VW ex CEO  Bosch CEO won't testify in Stuttgart trial  judge U S  producer prices post first drop in one and a half years United Tech to pay     million for illegal foreign payments  U S  SEC ,2018-09-12,0.3113812544045102,0.0635306553911205,-0.3725,0.108,0.786,0.106,58.14099884033203,-1.1956133620692384
72,GM to recall about     million vehicles worldwide Ex Deerfield partners get prison in case over U S  agency leaks JPMorgan sees small drop in third quarter markets revenue vs year earlier Second round of tariff related aid to farmers may come in December  USDA Exclusive  Hedge fund Diamondback founders Schimel and Sapanski plan new fund   sources Ryanair faces one day strike in five countries over contracts U S  labor board to ease companies  liability for contractors' labor practices Goldman names new operating chief  finance head in executive shakeup Roche steps up efficiency drive to take sting out of biosimilars Trump's antitrust enforcer considers shifting up a gear VW's Skoda unions object to renewed talks on production moves Company veteran named Airbus sales chief after ex Rolls executive quits China says world trade system not perfect  needs reform Atlanta Fed's Bostic  Rate hikes can continue for several more quarters Canada PM says he wants a good NAFTA deal soon  hazy on deadline UPS plan to boost business shipping falls short with investors Trade hopes and Turkey rate hike feed the bulls SEC rescinds guidance that bolstered proxy advisers Wall Street rises with Apple  easing trade concerns IKEA targets home delivery by electric vehicle in five major cities by      Sears' same store sales losses narrow but warns it may go out of business Google's China plan spurs inquiry from U S  lawmakers  staff departures FDA move on e cigarettes means new risks for Fidelity funds Kroger misses same store sales estimates  shares drop    pct Walmart's Jet com to offer Nike products in bid for urban consumers Three Italy cabin crew unions reach labor agreement with Ryanair U S  consumer prices rise slowly  jobless claims near    year low Christian Scherer appointed Airbus chief commercial officer Fidelity Investments winds down      billion index fund China welcomes U S  invitation for trade talks China to parade aviation prowess at November expo  but C    jet a no show China says Beijing  Washington do not want to see trade war escalate further Takeda weighs sale of Shire's eye care business to cut debt  Bloomberg Pilots in Italy to join Ryanair cabin crew strike  unions U S  firms in China feeling 'clear and far reaching'  trade war pinch  survey Qualcomm targets     billion in share buyback Ryanair cabin crew to strike September    in five countries  union spokesman Rebuilding lives     years after Lehman's fall Apple iPhones get bigger and pricier  Watch turns to health Sonny's roadshow  How Trump's Ag chief sells a trade war to farmers Exclusive  Adobe in talks to buy marketing software firm Marketo   sources BlackRock gets regulatory approval to set up new firm in France Asia Inc second quarter profits grow at slowest pace in nearly   years as trade tensions rise U S  consumer regulator sues pension lender for misleading borrowers Target to hire         workers to meet holiday season rush Bayer's pharma unit head Weinand quits to join Sanofi Peugeot's DS brand adds mini SUV to bolster rebounding sales Trump denies pressure for trade deal as China welcomes U S  talks invite New Apple watch could take bite out of Swiss market Tennis star Osaka named Nissan ambassador  gives hope to biracial Japanese U S  consumer prices increase less than expected in August U S  weekly jobless claims drop to near    year low Singapore's ST Engineering to buy aircraft part maker from GE for      million Canada's maturing Big Weed hits up Europe hoping for expansion cash Google's China plan spurs inquiry from U S  lawmakers  staff departures,2018-09-13,0.32655443322109995,0.0004910213243546556,0.2658,0.107,0.785,0.108,58.76649856567383,-0.4784336516360952
73,U S  House Democratic leader  NAFTA should stay a trilateral deal Allergan says revenue from aesthetics unit may double by      The home of Fiat says 'ciao' to Sergio Marchionne U S  union urges states to look into T Mobile purchase of Sprint Metro puts struggling Real hypermarket chain on the block Borrowers branch out U S  retail sales slow  but exhibit underlying strength Citigroup pays     million to settle dark pool probe Mary Daly  labor expert  picked to run San Francisco Fed Britain's FCA bans ex Deutsche Bank trader after Euribor rigging Daly appointment shows diversity gap between regional Feds Volkswagen to end production of the Beetle next year Yellen  Fed should commit to future 'booms' to make up for major busts Wall Street flat as looming tariffs offset gains in financials Trade conflict looms but higher rates  oil prices help some stocks Volvo Cars seeks U S  tariff exemption for Chinese made SUV Trump readies tariffs on      billion more Chinese goods despite talks  source Lockheed wins contract for U S  Air Force GPS satellites Oil mixed as China tariff talk scotches early rally Brazil space station open for small satellite business Campbell  Third Point urge shareholders to vote for two different boards U S  House Democratic leader says NAFTA should remain trilateral Fed faces 'quite challenging' period keeping recovery on track  Yellen L Brands to close all Henri Bendel stores  website Airbus says worst case Brexit would hit its sites beyond BritainL Spiegel Fed's Evans says premature to read much into yield curve Fed policy to turn mildly restrictive in       Evans says Xiaomi creates new management jobs aimed at CEO succession planning Leading Carige investors told to seek regulatory clearance over stake America Movil cuts stake in KPN to    percent Australia watchdog files civil suit against ANZ over      share issue U S  sanctions Russian  Chinese tech firms over funds for North Korea Takeda gets China's approval for     billion Shire purchase Hyundai Motor Group promotes heir apparent Chung as succession looms VW board to discuss future of Audi CEO Stadler on Monday  Spiegel Wells Fargo sees total expenses dropping by    billion by       CFO U S  retail sales post smallest gain in six months Deutsche Bank's retreat to Germany gets tepid welcome at home U S  auto sector output boosts industrial production Fed's Evans sees one or two more rate hikes this year U S  import prices post largest drop in more than one and a half years Amazon's Jeff Bezos commits    billion to help homeless  pre schools UK public pension group to oppose Ryanair at AGM Brexit endgame nears as series of summits begins U S  imposes sanctions on Thai company it accuses of aiding Iran U S  health secretary backs proposed FDA crackdown on e cigarettes  CNBC U S  business inventories increase solidly in July China to ask Wall Street for ideas on improving U S  ties China's export dependent provinces scramble for shelter from U S  trade storm Amazon's Bezos says Trump should be 'glad' of media scrutiny ,2018-09-14,0.35313552188552183,0.08445917508417508,0.9938,0.052,0.816,0.132,58.62649917602539,-0.5343812474464684
74,Trump says he will announce decision on China tariffs after market close New U S  tariff threat on Chinese goods hits stocks  dollar Symantec names three Starboard nominees to board Bombardier expects Global      jet certification this month  sources Cigna deal gets antitrust nod  positive sign for CVS Aetna Tyson Foods CEO steps down for personal reasons Oracle first quarter revenue misses estimates  shares fall Tech group chief says some consumer devices dropped from Trump tariff list U S  stock futures fall after Trump announces new round of tariffs FedEx quarterly profit misses Wall Street estimate China set to convene meeting on Tuesday to discuss response to U S  tariffs   Bloomberg ADB ramps up Pacific presence as aid donors jostle for influence Saudi's PIF invests more than    billion in electric carmaker Lucid Motors U S  duties spare Apple gadgets but hit cloud industry China commerce minister says U S  unilateralism  protectionism will hurt global economy New U S  trade action 'poisons' atmosphere  won't work on China  regulator China unlikely to send trade delegation to U S  after new tariffs  SCMP Most U S  states lack reserves to weather next recession  S P U S  review of CVS deal for Aetna may end soon  source EU regulators to rule on Disney's     billion bid for Fox assets by October    Oil near flat as market weighs U S  China trade tensions  Iran sanctions Trump economic adviser says U S  wants serious trade talks with China High U S  stock valuations hinge on inflation  interest rates As its trading debut looms  China's Meituan locked in battle of super apps EU antitrust ruling on Microsoft buy of GitHub due by October    How JPMorgan's CFO became the top prospect to succeed Dimon Citigroup hires three software investment bankers DowDuPont CEO Breen takes executive chair role in new DuPont Musk says Tesla now in 'delivery logistics hell' JD com CEO  under investigation for rape allegation  skips China forum Ferrari investors want assurance on targets and SUV plans Activist ValueAct raises stake in Horizon Discovery UPS to hire         for holiday season  up   percent from last year Fox says Sky shareholders have until October   to accept offer Novartis links bonuses to ethics in bid to rebuild reputation Qualcomm  Apple kick off second trial seeking iPhone import ban Hearings in Volkswagen investor lawsuit on hold until end November Goldman names Tim O'Neill as vice chairman  memo Amazon investigating claims of employees leaking data for bribes Trump adviser eyes entitlement cuts to plug U S  budget gaps ,2018-09-17,0.3234622082897945,0.08322535701846044,-0.8885,0.111,0.796,0.093,57.8025016784668,-1.2807126502423216
75,Trump says U S  may make a trade deal with China at some point Audi launches electric SUV in Tesla's backyard  with assist from Amazon SunPower receives exemption from Trump tariffs  shares soar Apple's new iPhones a slight notch above the X  reviewers EU probes VW  BMW  Daimler over alleged emissions collusion Exclusive  Qualcomm prepares to add new board directors   sources Ferrari plans    new models  SUV to deliver earnings growth Visa  Mastercard reach      billion settlement over card swipe fees SeaWorld  ex CEO settle SEC charges they hid 'Blackfish' impact Wall Street bounces back as investors shrug off trade tensions China LNG tariff casts shadow over new U S  export terminals Global stocks rise as no harm seen in trade row  dollar gains Exclusive  Nestle  Unilever  Coke make bids in    billion plus GSK India sale   sources WeWork tops JPMorgan as No    New York tenant as coworking booms Exclusive  Indian police scrutinize major law firm in PNB fraud probe after documents moved Danske Bank set to shed light on Russian money flows to Europe U S  Justice Department probes Musk statement on taking Tesla private U S  senators seek punishment if China's ZTE violates deal China's Premier Li says unilateral trade actions will not resolve problems Cryptocurrency exchanges at risk of manipulation  report Canada  U S  to hold fresh top level NAFTA talks Wednesday  Ottawa Ireland collects disputed Apple taxes in full ahead of appeal EU to scrap lawsuit against Ireland after Apple pays back taxes Japan calls for early solution to U S  China trade war Coke eyes cannabis infused drink market Trade war impact on China's economy not big  but stocks  FX need to be watched   central bank adviser China says has no choice but to retaliate against latest U S  tariffs Aldi expands U S  Instacart delivery tie up in time for Thanksgiving Ferrari looks to iconic past designs with new Monza models TomTom shares crash as carmakers opt for Google Maps China says U S  has not been sincere  talks only correct way to resolve trade issue New U S  tariffs on China are unfortunate  EU trade chief Headwinds before takeoff for new Thai Airways team U S 's Ross says China must decide on trade talks  CNBC U S  tech giants eye AI key to unlock China push China says Trump forces its hand  will retaliate against new U S  tariffs U S  gives rare earths reprieve in revised      billion China tariff list Alibaba's Jack Ma says U S  China trade friction could last    years Investors raise cash buffers as gloom gathers over global economy  BAML survey China says filed complaint to WTO against latest U S  tariffs Apple CEO says optimistic on U S  China trade talks Ryanair aims for union agreement in Germany before Christmas Escalation in U S  Chinese trade conflict hits German firms  BDI TomTom shares crash as carmakers opt for Google Maps,2018-09-18,0.40192036645525014,0.06477272727272726,-0.9131,0.099,0.817,0.083,58.06100082397461,-0.9493566285894914
76,Amazon considering opening up to       cashierless stores by       Bbg Bank of America to pay     million 'manipulation' penalty  CFTC U S   China have lots of 'ammunition' and trade spat could escalate  WTO chief DoubleLine's Gundlach warns U S  Treasury yields headed higher SEC sues U S  breast implant company's ex CEO after stock dive Delta joins United  JetBlue in hiking U S  baggage fees to     Stocks rally for a second day  setting aside trade fears Canada PM urges some U S  flexibility in NAFTA  talks seen slow S P      Dow up as rising treasury yields boost banks U S  judge dismisses GM ignition switch criminal case British American Tobacco has candidate to replace retiring chief exec Trump intends to nominate ex Fed economist Liang for Fed board seat  White House Volkswagen pulls out of Iran  according to U S  official  Bloomberg Forecasters unanimous  U S  China trade war bad for economy   Reuters poll Renault Nissan adopts Android in coup for Google Mars aims to tackle  broken  cocoa model with new sustainability scheme Amazon's use of merchant data under EU microscope Goldman names Dan Dees as new investment banking co chief U S  prosecutors charge three men in      million Ponzi scheme BALPA union sees Ryanair industrial unrest continuing for foreseeable future Factbox  China's low soy pig diet and the impact on soybean use Inside China's strategy in the soybean trade war Renault  VW and Fiat Chrysler sales surged before stiffer EU emissions tests AstraZeneca plots China robot offensive to counter price cuts China's Alibaba doubles down on chips amid cloud computing push KPMG admits misconduct on BNY Mellon reports  says watchdog Asian firms' confidence sinks to near three year low on trade war fears  Thomson Reuters INSEAD poll SAP  Alibaba team up on cloud services Toshiba Memory chief shrugs off price concerns  sticks with IPO plans China to penalize     billion of U S  imports in tit for tat move Goldman Sachs nears deal to sell its fintech app  source Strap on the Fitbit  John Hancock to sell only interactive life insurance China's Tencent Music seeks    billion in U S  IPO  sources Goldman names Dan Dees as new investment banking co chief  Bloomberg Luxembourg welcomes EU ruling on McDonald's taxes AutoNation's Mike Jackson to step down as CEO next year China says won't weaken currency to boost exports  as U S  tariffs mount Renault Nissan adopts Android in coup for Google,2018-09-19,0.31230786122090465,-0.06747913921826966,-0.9507,0.101,0.832,0.067,58.554500579833984,-0.3854322893388371
77,Four General Electric power turbines shut down in U S  due to blade issue S P sector reshuffle may do little for telecom stocks Nike's Kaepernick ad spurs spike in sold out items Minneapolis prosecutors weighing evidence in JD com CEO case Aston Martin aims to steer round Brexit to      billion IPO Animal health firm Elanco surges    percent on debut Trump says OPEC 'monopoly' must get prices down Opel to further scale back production at Ruesselsheim  report Vista Global sees higher demand for Bombardier      after certification Facebook to drop on site support for political campaigns Stocks hit new highs as trade worries ease  dollar slips NY court overturns      million patent judgment against Samsung Barrett Business Services settles accounting fraud charges  SEC American Airlines joins rivals in hiking U S  baggage fees by five dollars NAFTA deal not yet in sight  Canada stands firm on auto tariffs Industrials lead Dow to record high  tech boosts S P  Nasdaq Adobe to buy marketing software firm Marketo for       billion Tesla VP of global supply management resigns  Bloomberg BlackRock's Fink  U S  a short term 'big winner' in China trade war Amazon adds Echo devices for home and car in bid to dominate voice gadgets Emirates  Etihad airlines deny report they may merge AT T asks U S  appeals court to uphold approval of Time Warner acquisition Under Armour to cut     more jobs in turnaround push  shares rise GE says four HA turbines in U S  shut down due to blade problem China paper warns it won't play defense on trade as Trump lauds tariffs China urges U S  to show sincerity  correct behavior in trade actions Japan clothing magnate Maezawa chases spot in business firmament EU says McDonald's  Luxembourg tax deal not illegal LVMH watches head Biver to drop operations role Facebook and Twitter must comply with EU consumer rules or face sanctions Nestle aims to shed skin unit to focus on food  nutrition Under fire Danske Bank faces fresh money laundering inquiry Factbox  How the auction process for Sky will work Lime's next stop in scooter global expansion  Florida and Austria U S  weekly jobless claims fall as labor market strength continues China plans import tariff cuts as soon as October  Bloomberg Alibaba's Jack Ma says people should prepare for    years of China U S  trade war Alibaba's Jack Ma says U S  China trade war ends   million U S  jobs promise  Xinhua What sector overhaul means for tech stocks  Wall Street Tesla Model   gets   star rating from U S  safety agency U S  existing home sales unchanged in August VW rejects Trump envoy's take on Iran pullout Japan fashion guru Maezawa lands first SpaceX moon flight Morgan Stanley sues six Illinois brokers who left for Stifel ,2018-09-20,0.3048181818181818,0.00307323232323232,-0.9177,0.102,0.829,0.069,59.34349822998047,0.474527925202068
78,General Electric says blade problem affects more gas turbines Walmart warns Trump tariffs may force price hikes  letter Receding trade fears propel stocks to six month peak As new iPhones go on sale  studies reveal chips from Intel and Toshiba Mexico will seek deal with Canada if NAFTA talks fail  Lopez Obrador Dow hits new closing high ahead of index reshuffle United Airlines pilots resist contract changes over regional routes Caterpillar leans on old playbook to cope with Trump tariffs Adviser says U S  close to Mexico only NAFTA deal  Canada unmoved Blackstone looks to manage    trillion by      Lehman Brothers workers share memories    years after the fall Nasdaq says Nordic trader whose deals went sour agrees to sell personal assets Uber in talks to buy food delivery firm Deliveroo  Bloomberg U S  agency accuses Walmart of pregnancy discrimination in lawsuit Farfetch tops price range in IPO in boon to luxury market French minister optimistic over buyer for Ford Blanquefort plant Google defends Gmail data sharing  gives few details on violations SandRidge says interim CEO not in race for top job Finnish financial watchdog looks into Danske Bank money laundering scandal Wells Fargo to cut headcount by      percent in next three years Exclusive  AB InBev faces EU antitrust fine in Belgian beer case   sources KKR backed Calsonic lines up   billion euro financing for Magneti takeover   sources British inquiry intensifies Danske Bank money laundering scandal Comcast and Fox take     billion battle for Britain's Sky to the wire French handbag maker Longchamp to invest in China to revive sales Rare auction showdown could decide fate of broadcaster Sky Google defends Gmail data sharing  gives few details on violations,2018-09-21,0.32614718614718613,0.04997113997113998,-0.6908,0.103,0.8,0.097,58.304500579833984,-0.48975801060915103
79,Global stock markets fall on trade war pessimism  oil rallies China says U S  trying to force it to submit on trade as new tariffs kick in Walmart  Sam's Club to put food products on blockchain Wall Street's S P communication sector starts with slight gain Citigroup settles U S  robo signing case tied to consumer bankruptcies Wall Street falls as U S  China tariffs kick in The night a Chinese billionaire was accused of rape in Minnesota Boeing wins first leg of      billion helicopter deal from U S  Air Force Amazon made two moves for Deliveroo  one nine months ago  Telegraph UK's Debenhams can grow again  says boss Sears CEO Lampert offers new deals to avert bankruptcy Starbucks plans changes to company structure  layoffs Canada's Barrick Gold to buy Randgold for      billion U S   European Union still in 'exploratory' talks on trade   EU's Malmstrom Michael Kors set to snap up Italy's Versace  sources Asian firms shuffle production around the region as China tariffs hit Canada PM says informal NAFTA talks likely in next few days at U N  Tech index refresh could give under the radar names their day in the sun Take Five  World markets themes for the week ahead Sirius XM to buy Pandora in      billion streaming push Danske Bank board close to appointing new CEO  Finans Volvo halts Iran truck assembly due to U S  sanctions China to issue white paper on U S  trade frictions  Xinhua Iran says oil to rise as Saudi  Russia do 'little and late' T Mobile revamps prepaid brand to spruce up image Home modems  routers hit by U S  China tariffs as 'smart' tech goods escape Singapore fines Grab and Uber  imposes measures to open up market Sky's shares jump after Comcast wins auction with big bet United Technologies explores sale of Chubb Fire   Security  sources Symantec ends accounting probe without major revision to results ,2018-09-24,0.2861518915866742,0.028552606813476374,0.6012,0.056,0.874,0.07,58.66849899291992,-0.04438414426259385
80,Michael Kors makes high end fashion statement with      billion Versace buy Versace sale turns up heat on fashion's independent outliers Oil jumps  then pares gains as Trump pressures OPEC again China says U S  putting 'knife to its neck'  hard to proceed on trade Full blown trade war would cost jobs  growth and stability  WTO's Azevedo No class action for unhappy Uber drivers  U S  appeals court Qualcomm accuses Apple of stealing its secrets to help Intel Energy shares rise on higher oil  dollar slips as policy tightening eyed Denmark bolsters defenses against wider Danske Bank risks Independent BMW car dealers loath to agree new terms  Sueddeutsche Zeitung S P     dips as chip stocks and utilities tumble Dunkin's rebranding leaves hole in heart of doughnut lovers Dunkin' drops 'Donuts' from name in shift to coffee U S  says Canada not making concessions needed for NAFTA deal Nike profit tops targets but margins disappoint some Delta lifts U S  groundstop after restoring computer systems New GM built 'Beast' presidential limo makes Trump debut Raytheon Co wins      billion U S  defense contract  Pentagon Spotify  Deezer and others call for stronger EU action against U S  rivals In Nigeria  Shell s onshore roots still run deep Facebook shares slip after Instagram founders quit Senior China diplomat says confrontation with U S  lose lose Tesla is making its own car carriers China says trade war to 'certainly' hurt U S  exporters  create opportunities to others Out of fashion  H M tests new store to get back in vogue Fiat Chrysler says regulators get 'wake up call' over fuel rules How Trump split Mexico and Canada in NAFTA talks Instagram co founders resign in latest Facebook executive exit Arby's owner to buy drive in chain Sonic for       billion Comcast crosses    percent Sky threshold after buying shares Goldman trading executive Bash Polley to depart at year end  memo Japan U S  shared broad understanding over trade  Japan economy minister Uber's strongest growth comes in depressed Argentina    minus commissions Canada's PM sees possibility to build on U S  Mexico NAFTA deal Google to allow certain cryptocurrency ads in U S   Japan U S  trade chief says China policy change 'not going to be easy' U S  consumer confidence hits    year high  house prices slowing Verizon offers separation plans to thousands of management employees Google to allow certain cryptocurrency ads in U S   Japan,2018-09-25,0.4338168831168831,0.12704458874458874,0.9705,0.097,0.746,0.157,59.23249816894531,0.6108749116898764
81,BlackRock's Rieder differs from 'consensus' on future U S  rates GM's Cadillac to leave Big Apple  return to Michigan roots Tech companies back U S  privacy law if it preempts California's Nike shares dip after forecast disappoints U S  new home sales rebound  but trend weakening Trump metals tariffs will cost Ford    billion in profits  CEO says Oil eases  but Iran sanctions keep Brent above     a barrel Fed lifts U S  rates by quarter percentage point Uber to pay      million to settle data breach cover up with U S  states Wall Street rally fizzles  U S  dollar rises  after Fed rate hike Chile government approves construction of Walmart distribution center Rupert Murdoch's Fox to sell Sky stake to Comcast Apple  Salesforce team up to bring Siri to more business apps Traders keep bets on U S  Fed's      interest rate rises Merck's Frazier to remain CEO of the U S  drugmaker beyond      Trump slams Canada over NAFTA  says rejected Trudeau meeting Wall Street rally disintegrates shortly before the close Nine state attorneys general back AT T in Time Warner appeal Fed raises U S  interest rates  sees at least three more years of growth U S  union seeks raises  three year contract for refinery workers Papa John's asks potential acquirers to submit offers  sources Trump not happy about Federal Reserve raising interest rates Facebook unveils new VR headset 'Oculus Quest' for      Lyft revenue more than doubled in first half of       The Information Daimler's new CEO adds international flair to Mercedes Exclusive  JPMorgan in talks to lead Lyft's IPO   sources Talks on Air India bailout package at 'advanced stage'   official Versace takeover will bring jobs to Italy  its designer says Foreign airlines to face new rivals on popular China routes as restrictions ease Deutsche Bank comfortable with consensus forecasts  CFO Factbox  Reuters surveys UK financial services jobs post Brexit Brexit at breaking point  Diary dates for Britain's EU departure Anbang in talks to sell Japan real estate to Blackstone  other bidders  sources Germany's deputy finance minister urges insurers to prepare for no deal Brexit Brexit and the City  A barometer for London's financial outlook Deutsche Bank dismisses merger reports as 'fictions' Nissan blames latest improper tests on 'low awareness' of rules Hyatt Hotels to more than double its Africa hotels by      EU negotiator seeks orderly Brexit  new partnership respecting UK sovereignty Nestle CEO expects to hike prices in coming years Airbus board meets in China amid jet sale hopes Ford expands partnership talks with VW and Mahindra to cut costs Dearth of equity keeps stock market bull alive JPMorgan steps up push for women executives and clients World trade's top court close to breakdown as U S  blocks another judge U S  business asks British PM May  how bad can Brexit get  UK faces permanent debate over financial rules after Brexit  lawmaker Daimler names R D head as next CEO  Zetsche to become chairman Deal making spree keeps investors upbeat about European M A revival ,2018-09-26,0.3396284271284272,0.09202741702741701,0.9611,0.073,0.822,0.105,59.02450180053711,0.5072712777064652
82,U S  dollar rises on weaker euro  Fed policy  stocks gain Fed's Powell says short term U S  recession risks are not high Fed chief Powell signals central bank is done with signaling Communication services stocks elevate Wall Street U S  economy not facing high chance of recession in next two years  Fed's Powell Google CEO meeting with lawmakers amid Republican criticism Ford wants 'certainty' in any U S  trade deals  chairman Amazon turns to toys  home goods in latest brick and mortar trial Goldman  JPMorgan  four others must face stock lending antitrust case Rolls Royce facing fresh issues on Trent      engine WITHDRAWAL  Apple shaves cost from displays in newest iPhones   analyst firm Jeff Bezos' Blue Origin to supply engines for Vulcan rocket Oil rises as investors fret over Iranian supply gaps J C  Penney CFO Jeffrey Davis to step down Brazil's Petrobras to pay      million U S  fine in Car Wash probe Canada sticks to plan to stay at NAFTA talks despite Trump attack Business groups ask U S  court to not undo AT T merger with Time Warner Trump rejects Canada leader's request to meet  unhappy with NAFTA talks French finance minister says no plans to sell stake in Air France KLM Tencent   Alibaba chase remittances in battle for Southeast Asia Minister to Air France KLM boss  Fix airline before talk of stake sale Tencent Music  bound for U S  IPO  profits from social savvy Saudi Arabia's legal revamp offers hope for cautious investors U S  September auto sales seen down   percent  J D  Power and LMC Comcast to stop buying Sky shares in the market Accenture profit forecast falls short of estimates  shares slip H M boosted by reassurance on pricing  new collections Unions accuse IKEA of undermining workers' rights in three markets Harris Corp to build core processor for Lockheed's F    jet Saudi Arabia in short term oil fix  fears extra U S  supply next year Alibaba and other China heavyweights eye Turkey assets after lira plunge  sources U S  capital goods orders  trade data temper third quarter growth forecasts Google CEO meeting with lawmakers amid Republican criticism,2018-09-27,0.2961595959595959,0.02921010101010101,-0.6545,0.11,0.792,0.099,59.731998443603516,1.3351601407068259
83,Exclusive  With six months to go before Brexit      finance jobs have left   Reuters survey U S  consumer spending rises  monthly inflation moderates Credit Suisse is fined     million in U S  over customer orders EU regulators want to know if merchants hurt by Amazon copies BMW's independent German dealers agree to sign new contracts Bausch Health unit moves to settle charges it misled investors  SEC Professional queuers left out in the cold at Moscow iPhone launch Takeda's     billion Shire bid faces November   EU antitrust deadline UK regulator to enquire if Facebook data breach has affected UK citizens Cost to insure Tesla debt spikes to record high Global funds raise U S  stock holdings to three and a half year high Tesla's Musk may settle SEC lawsuit but ready for fight  sources Facebook's slide stalls Intel led advance on Wall Street Point   sexism case to be arbitrated  lawsuit is dismissed Facebook says big breach exposed    million accounts to full takeover U S  trade judge declines to block iPhone imports Mexico's president elect says still time for Canada to join updated NAFTA Wall Street flat  Italy budget woes hit Europe  boost dollar Audi names Rothenpieler as new technical director Google CEO will testify before U S  House on bias accusations 'We'll know in    hours'  Mexico sees new hope of trilateral NAFTA CBS faces New York probe tied to ex CEO Leslie Moonves Icahn  CVR lose malpractice case against Wachtell Lipton law firm Atlanta Fed pares U S  third quarter GDP growth view to     percent Courting Canada  U S  and Mexico cancel plans to publish NAFTA texts  sources Ryanair strikes disrupt        passengers across Europe Lockheed agrees to cut price for new F    fighter jets  Pentagon E ON targets innovations for smart energy future VW will support retrofitting of older diesel cars in Germany   source Boeing wins      billion contract for new Air Force training jet Factbox   'Funding secured'  SEC gives timeline surrounding tweet from Tesla's Musk U S  regulator sues Musk for fraud  seeks to remove him from Tesla Belgium to sue Google for not blurring images of defense sites Novo Nordisk to cut     jobs in the United States Exclusive  Insider favored as Airbus speeds up CEO search   sources Take Five  World markets themes for the week ahead Exclusive  Europe to tell G   rising trade tensions can seriously hit global growth U S  China trade war triggers seafood supply chain shake up Fast food fashion  Yum China's plan to get Pizza Hut back in vogue Top German automakers halt sales of some plug in hybrid cars  report Wall Street and oil take third quarter spoils but bears maul others Bank of America restricts trading in penny stocks U S  stock options volume on pace for a record year Dollar gains on euro woes  Fed rate outlook Germany inches toward diesel fix  solution seen Monday  source Split marks only first step in Thyssenkrupp renewal In a U S  manufacturing hub  no illusions about tariffs and jobs Musk would not give up chairman role to settle SEC lawsuit  CNBC Global M A volume drops in third quarter as trade tensions loom VW board delays decision on Audi CEO Stadler's future  source Google CEO will testify before U S  House on bias accusations Belgium to sue Google for not blurring images of defense sites,2018-09-28,0.3488917748917748,0.07320298220298221,-0.8608,0.127,0.761,0.112,59.673500061035156,1.41560305004446
